"","Site","MaPP_region","Date","Year","Month","Salinity","Temperature","Latitude","Longitude","date_diff","group"
"1219","Bonilla Island","North Coast",2022-05-03,2022,5,29.7,9.5,53.4928,-130.636,1,1
"1220","Bonilla Island","North Coast",2022-05-04,2022,5,30.4,8.9,53.4928,-130.636,1,1
"1221","Bonilla Island","North Coast",2022-05-05,2022,5,30.9,9.5,53.4928,-130.636,1,1
"1222","Bonilla Island","North Coast",2022-05-06,2022,5,31,10.6,53.4928,-130.636,1,1
"1223","Bonilla Island","North Coast",2022-05-07,2022,5,31.1,10.3,53.4928,-130.636,1,1
"1224","Bonilla Island","North Coast",2022-05-08,2022,5,31.1,9.5,53.4928,-130.636,1,1
"1225","Bonilla Island","North Coast",2022-05-09,2022,5,30.9,9.6,53.4928,-130.636,1,1
"1226","Bonilla Island","North Coast",2022-05-10,2022,5,30.9,8.8,53.4928,-130.636,1,1
"1227","Bonilla Island","North Coast",2022-05-11,2022,5,30.5,8.5,53.4928,-130.636,1,1
"1228","Bonilla Island","North Coast",2022-05-12,2022,5,30.8,9,53.4928,-130.636,1,1
"1229","Bonilla Island","North Coast",2022-05-13,2022,5,30.7,8.9,53.4928,-130.636,1,1
"1230","Bonilla Island","North Coast",2022-05-14,2022,5,30.2,9.2,53.4928,-130.636,1,1
"1231","Bonilla Island","North Coast",2022-05-15,2022,5,30.6,9.1,53.4928,-130.636,1,1
"1232","Bonilla Island","North Coast",2022-05-16,2022,5,30.8,8.9,53.4928,-130.636,1,1
"1233","Bonilla Island","North Coast",2022-05-17,2022,5,30.1,8.6,53.4928,-130.636,1,1
"1234","Bonilla Island","North Coast",2022-05-18,2022,5,29.7,9.1,53.4928,-130.636,1,1
"1235","Bonilla Island","North Coast",2022-05-19,2022,5,30.8,9.6,53.4928,-130.636,1,1
"1236","Bonilla Island","North Coast",2022-05-20,2022,5,30.9,9.3,53.4928,-130.636,1,1
"1237","Bonilla Island","North Coast",2022-05-21,2022,5,31,8.9,53.4928,-130.636,1,1
"1238","Bonilla Island","North Coast",2022-05-22,2022,5,30.4,9.7,53.4928,-130.636,1,1
"1239","Bonilla Island","North Coast",2022-05-23,2022,5,30.3,9.7,53.4928,-130.636,1,1
"1240","Bonilla Island","North Coast",2022-05-24,2022,5,30.6,9.6,53.4928,-130.636,1,1
"1241","Bonilla Island","North Coast",2022-05-25,2022,5,30.6,9.3,53.4928,-130.636,1,1
"1242","Bonilla Island","North Coast",2022-05-26,2022,5,30.4,9.5,53.4928,-130.636,1,1
"1243","Bonilla Island","North Coast",2022-05-27,2022,5,30.6,10.1,53.4928,-130.636,1,1
"1244","Bonilla Island","North Coast",2022-05-28,2022,5,30.6,10.3,53.4928,-130.636,1,1
"1245","Bonilla Island","North Coast",2022-05-29,2022,5,30.4,10.1,53.4928,-130.636,1,1
"1246","Bonilla Island","North Coast",2022-05-30,2022,5,30.5,9.9,53.4928,-130.636,1,1
"1247","Bonilla Island","North Coast",2022-05-31,2022,5,30.6,10.8,53.4928,-130.636,1,1
"1248","Bonilla Island","North Coast",2022-06-01,2022,6,30.7,10.6,53.4928,-130.636,1,1
"1249","Bonilla Island","North Coast",2022-06-02,2022,6,30.6,10.9,53.4928,-130.636,1,1
"1250","Bonilla Island","North Coast",2022-06-03,2022,6,30.6,11,53.4928,-130.636,1,1
"1251","Bonilla Island","North Coast",2022-06-04,2022,6,30.5,11.2,53.4928,-130.636,1,1
"1252","Bonilla Island","North Coast",2022-06-05,2022,6,30.5,11,53.4928,-130.636,1,1
"1253","Bonilla Island","North Coast",2022-06-06,2022,6,30.6,11.7,53.4928,-130.636,1,1
"1254","Bonilla Island","North Coast",2022-06-07,2022,6,30.3,11.2,53.4928,-130.636,1,1
"1255","Bonilla Island","North Coast",2022-06-08,2022,6,30.4,10.9,53.4928,-130.636,1,1
"1256","Bonilla Island","North Coast",2022-06-09,2022,6,30.6,10.5,53.4928,-130.636,1,1
"1257","Bonilla Island","North Coast",2022-06-10,2022,6,29.9,11,53.4928,-130.636,1,1
"1258","Bonilla Island","North Coast",2022-06-11,2022,6,30.7,10.5,53.4928,-130.636,1,1
"1259","Bonilla Island","North Coast",2022-06-12,2022,6,30.5,10.9,53.4928,-130.636,1,1
"1260","Bonilla Island","North Coast",2022-06-13,2022,6,30.8,10.8,53.4928,-130.636,1,1
"1261","Bonilla Island","North Coast",2022-06-14,2022,6,30.9,11,53.4928,-130.636,1,1
"1262","Bonilla Island","North Coast",2022-06-15,2022,6,30.1,11.1,53.4928,-130.636,1,1
"1263","Bonilla Island","North Coast",2022-06-16,2022,6,30.8,10.6,53.4928,-130.636,1,1
"1264","Bonilla Island","North Coast",2022-06-17,2022,6,31,11.5,53.4928,-130.636,1,1
"1265","Bonilla Island","North Coast",2022-06-18,2022,6,31.2,11,53.4928,-130.636,1,1
"1266","Bonilla Island","North Coast",2022-06-19,2022,6,31,11.1,53.4928,-130.636,1,1
"1267","Bonilla Island","North Coast",2022-06-20,2022,6,31.1,11.2,53.4928,-130.636,1,1
"1268","Bonilla Island","North Coast",2022-06-21,2022,6,31.2,11.1,53.4928,-130.636,1,1
"1269","Bonilla Island","North Coast",2022-06-22,2022,6,31.2,10.9,53.4928,-130.636,1,1
"1270","Bonilla Island","North Coast",2022-06-23,2022,6,31.1,11.4,53.4928,-130.636,1,1
"1271","Bonilla Island","North Coast",2022-06-24,2022,6,30.6,11.8,53.4928,-130.636,1,1
"1272","Bonilla Island","North Coast",2022-06-25,2022,6,30.2,11.6,53.4928,-130.636,1,1
"1273","Bonilla Island","North Coast",2022-06-26,2022,6,30.8,11.3,53.4928,-130.636,1,1
"1274","Bonilla Island","North Coast",2022-06-27,2022,6,30,11.3,53.4928,-130.636,1,1
"1275","Bonilla Island","North Coast",2022-06-28,2022,6,30.3,11.1,53.4928,-130.636,1,1
"1276","Bonilla Island","North Coast",2022-06-29,2022,6,30.9,11.9,53.4928,-130.636,1,1
"1277","Bonilla Island","North Coast",2022-06-30,2022,6,31,11.4,53.4928,-130.636,1,1
"1278","Bonilla Island","North Coast",2022-07-01,2022,7,32.1,11.5,53.4928,-130.636,1,1
"1279","Bonilla Island","North Coast",2022-07-02,2022,7,32,11.9,53.4928,-130.636,1,1
"1280","Bonilla Island","North Coast",2022-07-03,2022,7,32.1,11.5,53.4928,-130.636,1,1
"1281","Bonilla Island","North Coast",2022-07-04,2022,7,31.1,12.6,53.4928,-130.636,1,1
"1282","Bonilla Island","North Coast",2022-07-05,2022,7,31.4,12.4,53.4928,-130.636,1,1
"1283","Bonilla Island","North Coast",2022-07-06,2022,7,30.8,14.2,53.4928,-130.636,1,1
"1284","Bonilla Island","North Coast",2022-07-07,2022,7,31,13.9,53.4928,-130.636,1,1
"1285","Bonilla Island","North Coast",2022-07-08,2022,7,31.5,13.5,53.4928,-130.636,1,1
"1286","Bonilla Island","North Coast",2022-07-09,2022,7,31.1,13.6,53.4928,-130.636,1,1
"1287","Bonilla Island","North Coast",2022-07-10,2022,7,31.3,13,53.4928,-130.636,1,1
"1288","Bonilla Island","North Coast",2022-07-11,2022,7,31.3,13.2,53.4928,-130.636,1,1
"1289","Bonilla Island","North Coast",2022-07-12,2022,7,31.1,13.5,53.4928,-130.636,1,1
"1290","Bonilla Island","North Coast",2022-07-13,2022,7,31,13.3,53.4928,-130.636,1,1
"1291","Bonilla Island","North Coast",2022-07-14,2022,7,30.5,13,53.4928,-130.636,1,1
"1292","Bonilla Island","North Coast",2022-07-15,2022,7,31.3,11.9,53.4928,-130.636,1,1
"1293","Bonilla Island","North Coast",2022-07-16,2022,7,31.6,12.2,53.4928,-130.636,1,1
"1294","Bonilla Island","North Coast",2022-07-17,2022,7,31.5,12.1,53.4928,-130.636,1,1
"1295","Bonilla Island","North Coast",2022-07-18,2022,7,31.5,12.6,53.4928,-130.636,1,1
"1296","Bonilla Island","North Coast",2022-07-19,2022,7,31.4,12.4,53.4928,-130.636,1,1
"1297","Bonilla Island","North Coast",2022-07-20,2022,7,31.6,12.3,53.4928,-130.636,1,1
"1298","Bonilla Island","North Coast",2022-07-21,2022,7,31.3,14.8,53.4928,-130.636,1,1
"1299","Bonilla Island","North Coast",2022-07-22,2022,7,31.4,14.1,53.4928,-130.636,1,1
"1300","Bonilla Island","North Coast",2022-07-23,2022,7,31.6,13,53.4928,-130.636,1,1
"1301","Bonilla Island","North Coast",2022-07-24,2022,7,31.7,13.2,53.4928,-130.636,1,1
"1302","Bonilla Island","North Coast",2022-07-25,2022,7,31.1,13.6,53.4928,-130.636,1,1
"1303","Bonilla Island","North Coast",2022-07-26,2022,7,31.1,13.5,53.4928,-130.636,1,1
"1304","Bonilla Island","North Coast",2022-07-27,2022,7,31.3,12.7,53.4928,-130.636,1,1
"1305","Bonilla Island","North Coast",2022-07-28,2022,7,31.2,12.9,53.4928,-130.636,1,1
"1306","Bonilla Island","North Coast",2022-07-29,2022,7,31.4,12.4,53.4928,-130.636,1,1
"1307","Bonilla Island","North Coast",2022-07-30,2022,7,31.1,14.5,53.4928,-130.636,1,1
"1308","Bonilla Island","North Coast",2022-07-31,2022,7,31,13.9,53.4928,-130.636,1,1
"1309","Bonilla Island","North Coast",2022-08-01,2022,8,NA,NA,53.4928,-130.636,1,1
"1310","Bonilla Island","North Coast",2022-08-02,2022,8,29.1,14,53.4928,-130.636,1,1
"1311","Bonilla Island","North Coast",2022-08-03,2022,8,30.3,12.4,53.4928,-130.636,1,1
"1312","Bonilla Island","North Coast",2022-08-04,2022,8,31,13.1,53.4928,-130.636,1,1
"1313","Bonilla Island","North Coast",2022-08-05,2022,8,30.6,12.8,53.4928,-130.636,1,1
"1314","Bonilla Island","North Coast",2022-08-06,2022,8,30.9,13,53.4928,-130.636,1,1
"1315","Bonilla Island","North Coast",2022-08-07,2022,8,31.2,13.3,53.4928,-130.636,1,1
"1316","Bonilla Island","North Coast",2022-08-08,2022,8,31.1,13.6,53.4928,-130.636,1,1
"1317","Bonilla Island","North Coast",2022-08-09,2022,8,32.1,13.8,53.4928,-130.636,1,1
"1318","Bonilla Island","North Coast",2022-08-10,2022,8,31.1,12.6,53.4928,-130.636,1,1
"1319","Bonilla Island","North Coast",2022-08-11,2022,8,30.6,12.2,53.4928,-130.636,1,1
"1320","Bonilla Island","North Coast",2022-08-12,2022,8,31.2,11.4,53.4928,-130.636,1,1
"1321","Bonilla Island","North Coast",2022-08-13,2022,8,32.4,10.5,53.4928,-130.636,1,1
"1322","Bonilla Island","North Coast",2022-08-14,2022,8,31.1,12,53.4928,-130.636,1,1
"1323","Bonilla Island","North Coast",2022-08-15,2022,8,31.4,12.3,53.4928,-130.636,1,1
"1324","Bonilla Island","North Coast",2022-08-16,2022,8,31.6,12.6,53.4928,-130.636,1,1
"1325","Bonilla Island","North Coast",2022-08-17,2022,8,31.4,12.2,53.4928,-130.636,1,1
"1326","Bonilla Island","North Coast",2022-08-18,2022,8,32.3,12.6,53.4928,-130.636,1,1
"1327","Bonilla Island","North Coast",2022-08-19,2022,8,31.2,12.2,53.4928,-130.636,1,1
"1328","Bonilla Island","North Coast",2022-08-20,2022,8,31,12.4,53.4928,-130.636,1,1
"1329","Bonilla Island","North Coast",2022-08-21,2022,8,31.5,11.4,53.4928,-130.636,1,1
"1330","Bonilla Island","North Coast",2022-08-22,2022,8,32.2,11.6,53.4928,-130.636,1,1
"1331","Bonilla Island","North Coast",2022-08-23,2022,8,29.6,14.8,53.4928,-130.636,1,1
"1332","Bonilla Island","North Coast",2022-08-24,2022,8,31.2,13.6,53.4928,-130.636,1,1
"1333","Bonilla Island","North Coast",2022-08-25,2022,8,31.4,11.4,53.4928,-130.636,1,1
"1334","Bonilla Island","North Coast",2022-08-26,2022,8,31.2,12.8,53.4928,-130.636,1,1
"1335","Bonilla Island","North Coast",2022-08-27,2022,8,31.2,10.7,53.4928,-130.636,1,1
"1336","Bonilla Island","North Coast",2022-08-28,2022,8,30.8,10.6,53.4928,-130.636,1,1
"1337","Bonilla Island","North Coast",2022-08-29,2022,8,31.1,10.9,53.4928,-130.636,1,1
"1338","Bonilla Island","North Coast",2022-08-30,2022,8,31.3,11.9,53.4928,-130.636,1,1
"1339","Bonilla Island","North Coast",2022-08-31,2022,8,30.7,12.7,53.4928,-130.636,1,1
"1340","Bonilla Island","North Coast",2022-09-01,2022,9,31.1,13,53.4928,-130.636,1,1
"1341","Bonilla Island","North Coast",2022-09-02,2022,9,31.3,14.7,53.4928,-130.636,1,1
"1342","Bonilla Island","North Coast",2022-09-03,2022,9,30.6,13,53.4928,-130.636,1,1
"1343","Bonilla Island","North Coast",2022-09-04,2022,9,27.7,13.5,53.4928,-130.636,1,1
"1344","Bonilla Island","North Coast",2022-09-05,2022,9,27.1,13.6,53.4928,-130.636,1,1
"1345","Bonilla Island","North Coast",2022-09-06,2022,9,28.4,13.7,53.4928,-130.636,1,1
"1346","Bonilla Island","North Coast",2022-09-07,2022,9,30.1,14.8,53.4928,-130.636,1,1
"1347","Bonilla Island","North Coast",2022-09-08,2022,9,31.1,14.9,53.4928,-130.636,1,1
"1348","Bonilla Island","North Coast",2022-09-09,2022,9,30.8,13.3,53.4928,-130.636,1,1
"1349","Bonilla Island","North Coast",2022-09-10,2022,9,31.3,12.1,53.4928,-130.636,1,1
"1350","Bonilla Island","North Coast",2022-09-11,2022,9,31,11.4,53.4928,-130.636,1,1
"1351","Bonilla Island","North Coast",2022-09-12,2022,9,31.9,10.9,53.4928,-130.636,1,1
"1352","Bonilla Island","North Coast",2022-09-13,2022,9,31.2,11.6,53.4928,-130.636,1,1
"1353","Bonilla Island","North Coast",2022-09-14,2022,9,30.9,12.2,53.4928,-130.636,1,1
"1354","Bonilla Island","North Coast",2022-09-15,2022,9,31,11.4,53.4928,-130.636,1,1
"1355","Bonilla Island","North Coast",2022-09-16,2022,9,31.7,11.9,53.4928,-130.636,1,1
"1356","Bonilla Island","North Coast",2022-09-17,2022,9,27.5,13.7,53.4928,-130.636,1,1
"1357","Bonilla Island","North Coast",2022-09-18,2022,9,31.2,12.6,53.4928,-130.636,1,1
"1358","Bonilla Island","North Coast",2022-09-19,2022,9,31,12.1,53.4928,-130.636,1,1
"1359","Bonilla Island","North Coast",2022-09-20,2022,9,29.6,14.3,53.4928,-130.636,1,1
"1360","Bonilla Island","North Coast",2022-09-21,2022,9,29.9,13.1,53.4928,-130.636,1,1
"1361","Bonilla Island","North Coast",2022-09-22,2022,9,31.1,11.9,53.4928,-130.636,1,1
"1362","Bonilla Island","North Coast",2022-09-23,2022,9,31.2,12.1,53.4928,-130.636,1,1
"1363","Bonilla Island","North Coast",2022-09-24,2022,9,30.6,12.3,53.4928,-130.636,1,1
"1364","Bonilla Island","North Coast",2022-09-25,2022,9,30.9,12.2,53.4928,-130.636,1,1
"1365","Bonilla Island","North Coast",2022-09-26,2022,9,31.1,11.7,53.4928,-130.636,1,1
"1366","Bonilla Island","North Coast",2022-09-27,2022,9,31.2,11.7,53.4928,-130.636,1,1
"1367","Bonilla Island","North Coast",2022-09-28,2022,9,31.3,11.5,53.4928,-130.636,1,1
"1368","Bonilla Island","North Coast",2022-09-29,2022,9,31.6,11.7,53.4928,-130.636,1,1
"1369","Bonilla Island","North Coast",2022-09-30,2022,9,31.7,11.5,53.4928,-130.636,1,1
"1370","Bonilla Island","North Coast",2022-10-01,2022,10,31.5,12.5,53.4928,-130.636,1,1
"1371","Bonilla Island","North Coast",2022-10-02,2022,10,31.4,12.2,53.4928,-130.636,1,1
"1372","Bonilla Island","North Coast",2022-10-03,2022,10,28.1,10.7,53.4928,-130.636,1,1
"1373","Bonilla Island","North Coast",2022-10-04,2022,10,31.2,12.2,53.4928,-130.636,1,1
"1374","Bonilla Island","North Coast",2022-10-05,2022,10,28.3,14.9,53.4928,-130.636,1,1
"1375","Bonilla Island","North Coast",2022-10-06,2022,10,30.3,13.2,53.4928,-130.636,1,1
"1376","Bonilla Island","North Coast",2022-10-07,2022,10,31.7,11.7,53.4928,-130.636,1,1
"1377","Bonilla Island","North Coast",2022-10-08,2022,10,31.9,11.3,53.4928,-130.636,1,1
"1378","Bonilla Island","North Coast",2022-10-09,2022,10,31.5,11.3,53.4928,-130.636,1,1
"1379","Bonilla Island","North Coast",2022-10-10,2022,10,31.5,11.3,53.4928,-130.636,1,1
"1380","Bonilla Island","North Coast",2022-10-11,2022,10,31.8,10.9,53.4928,-130.636,1,1
"1381","Bonilla Island","North Coast",2022-10-12,2022,10,32,11.2,53.4928,-130.636,1,1
"1382","Bonilla Island","North Coast",2022-10-13,2022,10,32.3,10.8,53.4928,-130.636,1,1
"1383","Bonilla Island","North Coast",2022-10-14,2022,10,32.1,12.3,53.4928,-130.636,1,1
"1384","Bonilla Island","North Coast",2022-10-15,2022,10,31.6,13.2,53.4928,-130.636,1,1
"1385","Bonilla Island","North Coast",2022-10-16,2022,10,31.1,12.3,53.4928,-130.636,1,1
"1386","Bonilla Island","North Coast",2022-10-17,2022,10,31,12.7,53.4928,-130.636,1,1
"1387","Bonilla Island","North Coast",2022-10-18,2022,10,26.1,12.6,53.4928,-130.636,1,1
"1388","Bonilla Island","North Coast",2022-10-19,2022,10,31.1,12.2,53.4928,-130.636,1,1
"1389","Bonilla Island","North Coast",2022-10-20,2022,10,31.1,12.2,53.4928,-130.636,1,1
"1390","Bonilla Island","North Coast",2022-10-21,2022,10,31.4,12.1,53.4928,-130.636,1,1
"1391","Bonilla Island","North Coast",2022-10-22,2022,10,31.5,12.3,53.4928,-130.636,1,1
"1392","Bonilla Island","North Coast",2022-10-23,2022,10,31,11.6,53.4928,-130.636,1,1
"1393","Bonilla Island","North Coast",2022-10-24,2022,10,31.1,11.4,53.4928,-130.636,1,1
"1394","Bonilla Island","North Coast",2022-10-25,2022,10,31,11.1,53.4928,-130.636,1,1
"1395","Bonilla Island","North Coast",2022-10-26,2022,10,31.2,11.4,53.4928,-130.636,1,1
"1396","Bonilla Island","North Coast",2022-10-27,2022,10,31.3,10.3,53.4928,-130.636,1,1
"1397","Bonilla Island","North Coast",2022-10-28,2022,10,31.5,10.2,53.4928,-130.636,1,1
"1398","Bonilla Island","North Coast",2022-10-29,2022,10,31.6,10.2,53.4928,-130.636,1,1
"1399","Bonilla Island","North Coast",2022-10-30,2022,10,31.4,10.1,53.4928,-130.636,1,1
"1400","Bonilla Island","North Coast",2022-10-31,2022,10,31.3,10.2,53.4928,-130.636,1,1
"1401","Bonilla Island","North Coast",2022-11-01,2022,11,31.3,9.6,53.4928,-130.636,1,1
"1402","Bonilla Island","North Coast",2022-11-02,2022,11,31.1,10.3,53.4928,-130.636,1,1
"1403","Bonilla Island","North Coast",2022-11-03,2022,11,31,10.1,53.4928,-130.636,1,1
"1404","Bonilla Island","North Coast",2022-11-04,2022,11,31.7,9.7,53.4928,-130.636,1,1
"1405","Bonilla Island","North Coast",2022-11-05,2022,11,32,9.5,53.4928,-130.636,1,1
"1406","Bonilla Island","North Coast",2022-11-06,2022,11,32,8.9,53.4928,-130.636,1,1
"1407","Bonilla Island","North Coast",2022-11-07,2022,11,32.1,8.8,53.4928,-130.636,1,1
"1408","Bonilla Island","North Coast",2022-11-08,2022,11,31.2,8.7,53.4928,-130.636,1,1
"1409","Bonilla Island","North Coast",2022-11-09,2022,11,31.3,8.8,53.4928,-130.636,1,1
"1410","Bonilla Island","North Coast",2022-11-10,2022,11,31.1,9.1,53.4928,-130.636,1,1
"1411","Bonilla Island","North Coast",2022-11-11,2022,11,31.3,9.1,53.4928,-130.636,1,1
"1412","Bonilla Island","North Coast",2022-11-12,2022,11,31.4,9.2,53.4928,-130.636,1,1
"1413","Bonilla Island","North Coast",2022-11-13,2022,11,31.1,9.2,53.4928,-130.636,1,1
"1414","Bonilla Island","North Coast",2022-11-14,2022,11,31.5,9.4,53.4928,-130.636,1,1
"1415","Bonilla Island","North Coast",2022-11-15,2022,11,31.2,8.9,53.4928,-130.636,1,1
"1416","Bonilla Island","North Coast",2022-11-16,2022,11,31.1,9.3,53.4928,-130.636,1,1
"1417","Bonilla Island","North Coast",2022-11-17,2022,11,31,7.2,53.4928,-130.636,1,1
"1418","Bonilla Island","North Coast",2022-11-18,2022,11,31.5,4.9,53.4928,-130.636,1,1
"1419","Bonilla Island","North Coast",2022-11-19,2022,11,30.4,6.7,53.4928,-130.636,1,1
"1420","Bonilla Island","North Coast",2022-11-20,2022,11,31.2,7.1,53.4928,-130.636,1,1
"1421","Bonilla Island","North Coast",2022-11-21,2022,11,31.3,7.9,53.4928,-130.636,1,1
"1422","Bonilla Island","North Coast",2022-11-22,2022,11,31.3,8.4,53.4928,-130.636,1,1
"1423","Bonilla Island","North Coast",2022-11-23,2022,11,31.2,8.3,53.4928,-130.636,1,1
"1424","Bonilla Island","North Coast",2022-11-24,2022,11,31.4,8.2,53.4928,-130.636,1,1
"1425","Bonilla Island","North Coast",2022-11-25,2022,11,31.6,7.9,53.4928,-130.636,1,1
"1426","Bonilla Island","North Coast",2022-11-26,2022,11,32,8,53.4928,-130.636,1,1
"1427","Bonilla Island","North Coast",2022-11-27,2022,11,32.1,7.9,53.4928,-130.636,1,1
"1428","Bonilla Island","North Coast",2022-11-28,2022,11,32.1,7.6,53.4928,-130.636,1,1
"1429","Bonilla Island","North Coast",2022-11-29,2022,11,32.2,7.4,53.4928,-130.636,1,1
"1430","Bonilla Island","North Coast",2022-11-30,2022,11,31.9,5.6,53.4928,-130.636,1,1
"1431","Bonilla Island","North Coast",2022-12-01,2022,12,31.3,NA,53.4928,-130.636,1,1
"1432","Bonilla Island","North Coast",2022-12-02,2022,12,31.5,6.7,53.4928,-130.636,1,1
"1433","Bonilla Island","North Coast",2022-12-03,2022,12,32.2,6.7,53.4928,-130.636,1,1
"1434","Bonilla Island","North Coast",2022-12-04,2022,12,31.9,7,53.4928,-130.636,1,1
"1435","Bonilla Island","North Coast",2022-12-05,2022,12,32.5,6.9,53.4928,-130.636,1,1
"1436","Bonilla Island","North Coast",2022-12-06,2022,12,32,7,53.4928,-130.636,1,1
"1437","Bonilla Island","North Coast",2022-12-07,2022,12,31.9,6.9,53.4928,-130.636,1,1
"1438","Bonilla Island","North Coast",2022-12-08,2022,12,32.2,7.3,53.4928,-130.636,1,1
"1439","Bonilla Island","North Coast",2022-12-09,2022,12,32.1,7,53.4928,-130.636,1,1
"1440","Bonilla Island","North Coast",2022-12-10,2022,12,32,7.1,53.4928,-130.636,1,1
"1441","Bonilla Island","North Coast",2022-12-11,2022,12,32.3,6.8,53.4928,-130.636,1,1
"1442","Bonilla Island","North Coast",2022-12-12,2022,12,32,6.1,53.4928,-130.636,1,1
"1443","Bonilla Island","North Coast",2022-12-13,2022,12,32.1,6.2,53.4928,-130.636,1,1
"1444","Bonilla Island","North Coast",2022-12-14,2022,12,32.3,6.3,53.4928,-130.636,1,1
"1445","Bonilla Island","North Coast",2022-12-15,2022,12,NA,6.5,53.4928,-130.636,1,1
"1446","Bonilla Island","North Coast",2022-12-16,2022,12,31.3,7.1,53.4928,-130.636,1,1
"1447","Bonilla Island","North Coast",2022-12-17,2022,12,31.9,6.2,53.4928,-130.636,1,1
"1448","Bonilla Island","North Coast",2022-12-18,2022,12,31.6,NA,53.4928,-130.636,1,1
"1449","Bonilla Island","North Coast",2022-12-19,2022,12,31.8,5.4,53.4928,-130.636,1,1
"1450","Bonilla Island","North Coast",2022-12-20,2022,12,32.1,5.4,53.4928,-130.636,1,1
"1451","Bonilla Island","North Coast",2022-12-21,2022,12,32,5.3,53.4928,-130.636,1,1
"1452","Bonilla Island","North Coast",2022-12-22,2022,12,32,5.4,53.4928,-130.636,1,1
"1453","Bonilla Island","North Coast",2022-12-23,2022,12,32.1,5.5,53.4928,-130.636,1,1
"1454","Bonilla Island","North Coast",2022-12-24,2022,12,32.3,6.1,53.4928,-130.636,1,1
"1455","Bonilla Island","North Coast",2022-12-25,2022,12,32.3,6.2,53.4928,-130.636,1,1
"1456","Bonilla Island","North Coast",2022-12-26,2022,12,32.1,6.6,53.4928,-130.636,1,1
"1457","Bonilla Island","North Coast",2022-12-27,2022,12,31.8,6.5,53.4928,-130.636,1,1
"1458","Bonilla Island","North Coast",2022-12-28,2022,12,31.8,5.7,53.4928,-130.636,1,1
"1459","Bonilla Island","North Coast",2022-12-29,2022,12,32,6,53.4928,-130.636,1,1
"1460","Bonilla Island","North Coast",2022-12-30,2022,12,30.8,6.1,53.4928,-130.636,1,1
"1461","Bonilla Island","North Coast",2022-12-31,2022,12,32.1,6.4,53.4928,-130.636,1,1
"1462","Bonilla Island","North Coast",2023-01-01,2023,1,31.7,6.1,53.4928,-130.636,1,1
"1463","Bonilla Island","North Coast",2023-01-02,2023,1,32,6.2,53.4928,-130.636,1,1
"1464","Bonilla Island","North Coast",2023-01-03,2023,1,32,6.1,53.4928,-130.636,1,1
"1465","Bonilla Island","North Coast",2023-01-04,2023,1,32.1,6.3,53.4928,-130.636,1,1
"1466","Bonilla Island","North Coast",2023-01-05,2023,1,32.1,6.2,53.4928,-130.636,1,1
"1467","Bonilla Island","North Coast",2023-01-06,2023,1,32.2,6.5,53.4928,-130.636,1,1
"1468","Bonilla Island","North Coast",2023-01-07,2023,1,31.9,6.7,53.4928,-130.636,1,1
"1469","Bonilla Island","North Coast",2023-01-08,2023,1,32,6.6,53.4928,-130.636,1,1
"1470","Bonilla Island","North Coast",2023-01-09,2023,1,31.9,6.6,53.4928,-130.636,1,1
"1471","Bonilla Island","North Coast",2023-01-10,2023,1,32.1,6.6,53.4928,-130.636,1,1
"1472","Bonilla Island","North Coast",2023-01-11,2023,1,32.1,6.8,53.4928,-130.636,1,1
"1473","Bonilla Island","North Coast",2023-01-12,2023,1,31.4,7,53.4928,-130.636,1,1
"1474","Bonilla Island","North Coast",2023-01-13,2023,1,32.3,6.9,53.4928,-130.636,1,1
"1475","Bonilla Island","North Coast",2023-01-14,2023,1,31.2,6.7,53.4928,-130.636,1,1
"1476","Bonilla Island","North Coast",2023-01-15,2023,1,31.5,6.8,53.4928,-130.636,1,1
"1477","Bonilla Island","North Coast",2023-01-16,2023,1,31.2,6.9,53.4928,-130.636,1,1
"1478","Bonilla Island","North Coast",2023-01-17,2023,1,32.1,6.5,53.4928,-130.636,1,1
"1479","Bonilla Island","North Coast",2023-01-18,2023,1,31.4,6.5,53.4928,-130.636,1,1
"1480","Bonilla Island","North Coast",2023-01-19,2023,1,31.8,6.4,53.4928,-130.636,1,1
"1481","Bonilla Island","North Coast",2023-01-20,2023,1,32,6.6,53.4928,-130.636,1,1
"1482","Bonilla Island","North Coast",2023-01-21,2023,1,32.1,7,53.4928,-130.636,1,1
"1483","Bonilla Island","North Coast",2023-01-22,2023,1,32,6.8,53.4928,-130.636,1,1
"1484","Bonilla Island","North Coast",2023-01-23,2023,1,32,6.9,53.4928,-130.636,1,1
"1485","Bonilla Island","North Coast",2023-01-24,2023,1,32.1,6.9,53.4928,-130.636,1,1
"1486","Bonilla Island","North Coast",2023-01-25,2023,1,32,6.8,53.4928,-130.636,1,1
"1487","Bonilla Island","North Coast",2023-01-26,2023,1,32.1,6.7,53.4928,-130.636,1,1
"1488","Bonilla Island","North Coast",2023-01-27,2023,1,32,6.6,53.4928,-130.636,1,1
"1489","Bonilla Island","North Coast",2023-01-28,2023,1,32.1,6.6,53.4928,-130.636,1,1
"1490","Bonilla Island","North Coast",2023-01-29,2023,1,32,6.5,53.4928,-130.636,1,1
"1491","Bonilla Island","North Coast",2023-01-30,2023,1,32.2,5.1,53.4928,-130.636,1,1
"1492","Bonilla Island","North Coast",2023-01-31,2023,1,NA,5.5,53.4928,-130.636,1,1
"1493","Bonilla Island","North Coast",2023-02-01,2023,2,31,6.1,53.4928,-130.636,1,1
"1494","Bonilla Island","North Coast",2023-02-02,2023,2,31.5,6.2,53.4928,-130.636,1,1
